business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday
v6tFMx_fKBcfiBagKb_EIg,Daleng Restaurant,4653 Walnut St,Philadelphia,PA,19139.0,39.9560363,-75.2154296,4.5,141,1,"Restaurants, Cambodian, Thai, Vietnamese, Asian Fusion",Closed,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,Closed
o7pgTVJqX2PYWbotk1uMug,Madame Saito - Queen of Sushi,122 Lombard St,Philadelphia,PA,19147.0,39.9419236,-75.1447558,4.5,6,1,"Japanese, Arts & Crafts, Caterers, Restaurants, Shopping, Event Planning & Services, Cooking Classes",Closed,Closed,Closed,16:00-23:00,16:00-23:00,16:00-23:00,16:00-23:00
sodCONXD2u4ljoK2c_W5OA,Fan's Cafe,1835 Snyder Ave,Philadelphia,PA,19145.0,39.9254329,-75.177009,4.0,6,0,"Food, Grocery, Indonesian, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
V6nHZ__onRImXrX0u5Mu8w,Philomena Santucci's Square Pizza,4010 Cottman Ave,Philadelphia,PA,19135.0,40.0361386,-75.0404656,3.0,44,1,"Chicken Wings, Pizza, Salad, Italian, Restaurants",Closed,11:00-21:00,11:00-21:00,11:00-20:00,11:00-22:00,11:00-22:00,11:00-21:00
TjwWB-ET-qmO2-8bfIHMig,Cheu Fishtown,1416 Frankford Ave,Philadelphia,PA,19125.0,39.9722034535,-75.1346028596,4.0,250,1,"Restaurants, Noodles, Asian Fusion, Japanese",16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,16:30-22:00,13:00-22:00,16:00-21:30
c3j1irGxpIJ-8RmMBnyXxg,Posh Fuel and Food,8901 Ridge Ave,Philadelphia,PA,19128.0,40.0689365111,-75.2402465477,2.5,6,1,"Automotive, Gas Stations, Food, Convenience Stores, Restaurants, Cafes",06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-22:00
VBBIPqGtWzZRP6pA3F6oHQ,Sarah & Sylvia's Soul Food,43 N 43rd St,Philadelphia,PA,19104.0,39.9583988,-75.2080055,3.0,5,0,"Restaurants, Soul Food",Closed,Closed,Closed,Closed,Closed,Closed,Closed
VEJKp3OEePyqnez_GrmamQ,Omega Pizza & Restaurant,2145 S St,Philadelphia,PA,19146.0,39.9978235,-75.1109507,3.0,44,0,"Pizza, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
PBjjuAkc9QX2UWMc3RWXQQ,Fiorella's Sausage,817 Christian St,Philadelphia,PA,19147.0,39.938873,-75.156937,5.0,27,0,"Italian, Food, Specialty Food, Restaurants, Meat Shops, Butcher",Closed,Closed,Closed,Closed,Closed,Closed,Closed
RRIJlZUVvz2CkMrDn2UziQ,El Merkury,2104 Chestnut St,Philadelphia,PA,19103.0,39.952185,-75.1758693,4.5,162,1,"Desserts, Restaurants, Gluten-Free, Food, Salvadoran, Latin American, American (Traditional)",11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,11:00-20:00,Closed
b1okJ5qEPCIHbIgQ1NGyXQ,La Mula Terca,2053 S Beechwood St,Philadelphia,PA,19145.0,39.9260794,-75.1820459,4.5,91,1,"American (New), Restaurants, Tacos, Mexican, Latin American, Vegetarian, New Mexican Cuisine, Breakfast & Brunch",Closed,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,10:00-22:00,10:00-15:00
J0_WwhnmqLLR83WArIUdEg,Haute Restaurant & Lounge,1420 Locust St,Philadelphia,PA,19102.0,39.9480917189,-75.1660279557,2.5,35,1,"Breakfast & Brunch, American (Traditional), Bars, Lounges, Nightlife, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00
7lOWx72SeKTuUDuW51aYNw,Salvatore's Pizzeria,1429 Jackson St,Philadelphia,PA,19145.0,39.9234015,-75.1711927,4.5,11,0,"Restaurants, Pizza",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-23:00,10:00-23:00,Closed
zRjUMHQJ5gAmFhcXZtLacA,Vietnam Restaurant,221 N 11th St,Philadelphia,PA,19107.0,39.9563297,-75.157069,4.0,421,1,"Vietnamese, Restaurants",11:30-20:00,11:30-20:00,11:30-20:00,11:30-20:00,11:30-20:00,11:30-20:00,11:30-20:00
jFAj4ZTHKukcEnFZXz2DiA,Hip Hemp Cafe,607 S 7th St,Philadelphia,PA,19147.0,39.9419303,-75.1537505,4.5,11,1,"Health & Medical, Beauty & Spas, Massage Therapy, Doctors, Desserts, Restaurants, Naturopathic/Holistic, Internet Cafes, Massage, Food, Cafes, Coffee & Tea, Cannabis Dispensaries, Shopping, Vape Shops, Cannabis Clinics, Vitamins & Supplements",09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-21:00,09:00-17:00
ZTD_xSBxv07aa5fFsYwTEA,Vito's Pizza & Grill,2821 N Broad St,Philadelphia,PA,19132.0,39.9961753,-75.1537113,2.5,11,1,"Pizza, Restaurants",11:00-22:30,11:00-22:30,11:00-22:30,11:00-22:30,11:00-23:30,11:00-23:30,12:00-21:30
f4XSOzFOQDydPyqavMV7cA,Peet's Coffee & Tea,8000 Essington Ave,Philadelphia,PA,19153.0,39.8780267127,-75.2394030397,3.5,26,1,"Coffee & Tea, Cafes, Restaurants, Food",Closed,Closed,Closed,Closed,Closed,Closed,Closed
k9QaQYOU-egM3UpS8daiYA,Spiro's Pizza,3958 W Girard Ave,Philadelphia,PA,19104.0,39.9739062,-75.2040164,1.5,28,0,"American (Traditional), Breakfast & Brunch, Bars, Pizza, Restaurants, Nightlife, Burgers",06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00,06:00-22:00
hJofmH7_OYwwCGeFVPBSvw,Under the C,1701 John F Kennedy Blvd,Philadelphia,PA,19103.0,39.954703,-75.1684962,4.0,27,0,"Specialty Food, Restaurants, Food, Thai, Seafood Markets, Seafood",08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-19:00,08:00-17:00,Closed
p9LOhswQql09-yPtF4jsZQ,The Whiskey Tango,14000 Bustleton Ave,Philadelphia,PA,19116.0,40.1312728,-75.01315,2.5,10,0,"Sports Bars, Bars, Arts & Entertainment, Restaurants, American (New), Music Venues, Nightlife",15:00-02:00,15:00-02:00,15:00-02:00,15:00-02:00,15:00-02:00,15:00-02:00,15:00-02:00
yzsnQxRDkbUD4AX7RosOhw,Speedy's Pizza,4013 Fairdale Rd,Philadelphia,PA,19154.0,40.084572,-74.9727333,3.5,16,1,"Pizza, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,12:00-23:00,11:00-22:00
MMmAjGRH4KRXrGbKO9cseA,Sakeya Japanese Restaurant,1420 Locust St,Philadelphia,PA,19102.0,39.947954,-75.165882,3.0,25,0,"Venues & Event Spaces, Bars, Restaurants, Nightlife, Japanese, Event Planning & Services, Lounges",17:00-01:00,17:00-01:00,17:00-01:00,17:00-01:00,17:00-02:00,17:00-02:00,Closed
mJ_itjZYQ_OA71q2NaWE4Q,Carangi Baking,2655 S Iseminger St,Philadelphia,PA,19148.0,39.9166328,-75.1685035,4.5,34,1,"Bakeries, Cafes, Food, Sandwiches, Restaurants, Italian",06:00-18:00,06:00-18:00,06:00-18:00,06:00-18:00,06:00-18:00,06:00-15:00,06:00-13:00
0m5uP9SGYT7w6liaBROwXw,Ground Up Coffee Shop,1926 E Passyunk Ave,Philadelphia,PA,19148.0,39.9260608,-75.1681768844,4.5,24,1,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",Closed,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,08:00-15:00,Closed
HRImZ4HeqDJQ5hxSMMlW6w,Machismo Burrito Bar,4330 Main St,Philadelphia,PA,19127.0,40.0250919,-75.2231789,3.5,104,0,"Restaurants, Caterers, Local Flavor, Mexican, Event Planning & Services",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-02:30,11:00-02:30,11:00-21:00
YRw-uBpdzRZngN6zzoC4WA,Hurricane Alley,340 S St,Philadelphia,PA,19147.0,39.9415588259,-75.1489446239,3.5,13,0,"Nightlife, Breakfast & Brunch, Cocktail Bars, Bars, Southern, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
aaqm5vJvVj3vyMeGwPqxEw,Side of the Road Jerk Chicken,6554 North Lambert St.,Philadelphia,PA,19138.0,40.0546082,-75.1545153,4.0,51,1,"Food Trucks, Local Flavor, Food, Restaurants, Barbeque, Food Stands",Closed,16:00-22:00,16:00-22:00,16:00-22:00,16:00-23:00,16:00-22:00,14:00-20:00
QzFEjzRuC3C6XNSsfVM33g,Lechonera Principe,235 W Cecil B Moore Ave,Philadelphia,PA,19122.0,39.9766109,-75.1401495,4.5,11,0,"Restaurants, Barbeque",Closed,Closed,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-18:00
Et5_maoRY_BEJRmDfx6ynA,Prince Pizza II,6352 Algon Ave,Philadelphia,PA,19111.0,40.043756,-75.0854452,2.5,11,1,"Restaurants, Pizza",11:00-00:00,11:00-00:00,11:00-00:00,11:00-00:00,11:00-01:00,11:00-01:00,12:00-00:00
ZVu9TDpTvIgCN8x6IY-KmA,Oregon Diner,302 W Oregon Ave,Philadelphia,PA,19148.0,39.9140204,-75.1529839,3.5,209,1,"Restaurants, Bakeries, Diners, Food",08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00
0MqOEmf84nhurrynm-_rtQ,Token,"1050 N Hancock St, Unit 51",Philadelphia,PA,19123.0,39.9660455611,-75.1392937134,3.5,5,0,"Fast Food, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00
n5TNfoXg1i8wX5R3iY4WUA,Cinder Copper & Lace,1500 Locust St,Philadelphia,PA,19102.0,39.9482528775,-75.1666254178,3.5,157,0,"Beer, Wine & Spirits, Beer Bar, Pizza, Restaurants, Italian, Nightlife, Bars, Salad, Food, Breakfast & Brunch",12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,10:00-02:00,10:00-02:00
lU8TnePBqMrWxo9BKAThGA,Three Kingdoms,4229 Main St,Philadelphia,PA,19127.0,40.0243322,-75.2207517,4.0,12,0,"Szechuan, Chinese, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,Closed
iiHWdMjPZhQPTC86p86X9Q,Jembatan 5,932 S 10th St,Philadelphia,PA,19147.0,39.9383367,-75.159771,4.5,61,1,"Indonesian, Restaurants",Closed,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,12:00-21:00
bKNULviFM4ayuSwq809DIA,Shanks Original,901 S Columbus Blvd,Philadelphia,PA,19147.0,39.934831,-75.142057,3.5,132,1,"Breakfast & Brunch, Sandwiches, Restaurants, Cheesesteaks",07:00-16:00,07:00-16:00,07:00-16:00,07:00-16:00,07:00-20:00,10:00-19:00,10:00-17:00
z866E3X7MDdFWVQ5F_3EBA,Dixie Picnic,1306 Chestnut St,Philadelphia,PA,19107.0,39.9505877719,-75.162061511,4.0,37,0,"Sandwiches, Restaurants, Breakfast & Brunch, Food, American (New), Cupcakes",07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,Closed,Closed
YqmClmk7oLcDzPWKHzgA-Q,South Philadelphia Tap Room,"1509 Mifflin St, Newbold",Philadelphia,PA,19145.0,39.927216,-75.171477,4.0,530,1,"Breakfast & Brunch, Bars, Nightlife, Restaurants, Gastropubs, Pubs",12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,11:00-02:00,11:00-02:00
0CSiz9Q_xuZ9YNq8KLRcSg,Angela's Pizza,9918 Roosevelt Blvd,Philadelphia,PA,19115.0,40.09453,-75.018255,4.0,22,1,"Restaurants, Pizza",Closed,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,12:00-21:00
aUoMG97DMJG4nmwhT6z1zA,Devon Seafood Grill,225 S 18th St,Philadelphia,PA,19103.0,39.94949,-75.17066,3.5,1159,1,"Bars, Restaurants, Nightlife, Seafood",Closed,11:00-23:59,10:30-15:00,11:00-21:00,11:30-21:00,11:30-22:00,11:30-20:00
EI2_OgANt1Mb_83cNnpPwg,Marra's,1734 E Passyunk Ave,Philadelphia,PA,19148.0,39.9279881,-75.1658701,3.0,291,1,"Italian, Restaurants",Closed,11:30-22:00,11:30-22:00,11:30-22:00,12:00-23:00,12:00-23:00,13:00-21:00
mKTQek1QqB7xQcPBMzfG6g,Beirut Cafe&Hookah,"301 South St, Fl 2",Philadelphia,PA,19147.0,39.9415863,-75.1476509,4.5,8,0,"Middle Eastern, Cafes, Lebanese, Hookah Bars, Restaurants, Bars, Lounges, Nightlife",17:00-00:00,18:00-00:00,18:00-00:00,17:00-01:00,17:00-01:00,17:00-01:00,17:00-00:00
2f3YghoMYzd5-GFMh_kvwQ,Del Frisco's Grille,225 S Broad St,Philadelphia,PA,19107.0,39.9485224,-75.1640749,3.5,132,1,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Steakhouses, Bars",12:00-21:00,12:00-22:00,12:00-22:00,11:00-20:00,11:00-20:00,15:00-20:00,12:00-21:00
jziliEq8Zum-EynD5v-Hvg,Chifa,707 Chestnut St,Philadelphia,PA,19106.0,39.949786,-75.152623,4.0,444,0,"Peruvian, Chinese, Restaurants, Asian Fusion, Latin American",Closed,Closed,Closed,Closed,Closed,Closed,Closed
X3Qa-dXb2DFdZZ2UnAfSVg,Dunkin',"1619 Grant Ave, Ste 5",Philadelphia,PA,19115.0,40.087335,-75.039989,1.0,5,1,"Coffee & Tea, Donuts, Food, Restaurants",05:00-18:00,05:00-18:00,05:00-18:00,05:00-18:00,05:00-18:00,05:00-18:00,06:00-17:00
BM92j54mc-c-6MWqWSimRw,Dmitri's,2227 Pine St,Philadelphia,PA,19107.0,39.947747,-75.179104,3.5,151,0,"Restaurants, Mediterranean, Greek, Seafood",17:30-22:00,17:30-22:00,17:30-22:00,17:30-22:00,17:30-23:00,17:30-23:00,17:00-22:00
02nUjwVmJGTgGyiIi-hklg,El Café,31 S 19th St,Philadelphia,PA,19103.0,39.9525122617,-75.1717417315,4.5,11,0,"Breakfast & Brunch, Restaurants, Mexican, Coffee & Tea, Food",Closed,Closed,Closed,Closed,Closed,Closed,Closed
Xdhw_8EubmL4N-E5pBzD_g,Cassizzi Pizzeria,2533 E Clearfield St,Philadelphia,PA,19134.0,39.9851115,-75.1067597,3.5,11,0,"Pizza, Restaurants",Closed,23:00-22:00,23:00-22:00,23:00-22:00,23:00-22:00,Closed,16:00-22:00
IrJbptQgdCXC4avPQKeChw,Italian Bistro,2500 Welsh Rd,Philadelphia,PA,19152.0,40.0731939,-75.0352627,2.0,15,0,"Italian, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
dyELPSU9bEe20QpCQ8pn9A,Halal Food Special,20 N 16th St,Philadelphia,PA,19103.0,39.9532117052,-75.1668324715,4.5,7,1,"Restaurants, Halal, Food, Food Trucks",11:30-16:30,11:30-16:30,11:30-16:30,11:30-16:30,11:30-16:30,Closed,Closed
IvIItKgPAhsgbxwRczEQeA,Jimmy John's,44 S 17th St,Philadelphia,PA,19103.0,39.9517683,-75.1689324,3.5,48,0,"Restaurants, Food, Food Delivery Services, Delis, Salad, Sandwiches",10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,Closed
iiZHyvPUN4rPpVA70Mt8hg,Independence After Hours,600 Chestnut St,Philadelphia,PA,19106.0,39.9491008173,-75.1491766423,4.5,6,1,"Tours, Dinner Theater, Historical Tours, Hotels & Travel, Walking Tours, Restaurants",Closed,Closed,Closed,Closed,17:30-20:00,17:30-20:00,Closed
Rliq-iILjQX0w3Q0XZ4LAQ,Florida Style Pizza,2052 S Beechwood St,Philadelphia,PA,19145.0,39.9261144,-75.1822397,4.0,25,0,"Pizza, Restaurants",Closed,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,Closed
y6-J_UjNk69VNLb39c_5CA,Spirit of Philadelphia,401 S Columbus Blvd,Philadelphia,PA,19106.0,39.9415984538,-75.1405771664,3.0,165,1,"Event Planning & Services, American (New), Venues & Event Spaces, Active Life, Boating, Boat Tours, American (Traditional), Restaurants, Tours, Hotels & Travel, Buffets, Boat Charters",08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00
5css9Tl6TwMVe8GDLorJkQ,Maliwan,1700 S 6th St,Philadelphia,PA,19148.0,39.927478539,-75.1557125151,5.0,28,0,"Laotian, Thai, Restaurants",Closed,Closed,Closed,Closed,Closed,Closed,Closed
DvyG9Fx1EeNJfr_UNL7NYA,Fresco Tortilla,200 S Broad St Hyatt Food Ct,Philadelphia,PA,19102.0,39.949224,-75.164942,3.5,10,0,"Event Planning & Services, Restaurants, Mexican, Food",09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Closed,Closed
ZYRul0i1bhOjirHED6Kd0w,SouthHouse,2535 S 13th St,Philadelphia,PA,19148.0,39.91804,-75.168707,4.5,158,1,"Bars, American (New), Nightlife, Restaurants, Pubs, Gluten-Free",Closed,17:00-22:00,17:00-02:00,17:00-23:00,16:00-02:00,12:00-02:00,11:00-23:00
cM77NrFZx2z0d84AqEpmMw,Diner At Manayunk,4371 Main St,Philadelphia,PA,19127.0,40.0259511,-75.2243072,4.0,86,1,"Breakfast & Brunch, Restaurants",Closed,Closed,Closed,Closed,Closed,09:30-16:00,09:30-16:00
xrUtLEFyxzfjflTC2nqLXQ,Good Day Eatery,1735 Market St,Philadelphia,PA,19103.0,39.9536631,-75.1695865,3.5,34,1,"Bagels, Food, Breakfast & Brunch, Event Planning & Services, Pizza, Restaurants, Caterers, Sandwiches, Food Delivery Services",Closed,06:00-15:00,06:00-15:00,06:00-15:00,06:00-15:00,Closed,Closed
LM54ufrINJWoTN5imV8Etw,John's Roast Pork,14 E Snyder Ave,Philadelphia,PA,19148.0,39.9210273851,-75.1450284438,4.5,1564,1,"Sandwiches, Salad, American (Traditional), Cheesesteaks, Breakfast & Brunch, Active Life, American (New), Beaches, Restaurants",Closed,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,Closed
cOaw7LOj7yjCH9ty8eIJDg,Marchiano's Bakery,4653 Umbria St,Philadelphia,PA,19127.0,40.0308856,-75.2301417,4.5,118,1,"Bakeries, Restaurants, Food",Closed,Closed,Closed,10:00-15:00,10:00-17:00,09:00-15:00,09:00-14:00
d4QDtxEVBncaFLAxggRoqQ,Philadelphia Bar & Restaurant,120 Market St,Philadelphia,PA,19106.0,39.9496707,-75.1431203,3.5,87,0,"Breakfast & Brunch, Restaurants, American (New), Food, Gastropubs",11:30-02:00,11:30-02:00,11:30-02:00,11:30-02:00,11:30-02:00,11:30-02:00,11:00-02:00
mbWj0U7dIaX103cSQC4WiQ,China Royal,2620 Rhawn St,Philadelphia,PA,19152.0,40.0558716,-75.0456795,2.5,17,1,"Restaurants, Chinese",Closed,Closed,Closed,Closed,Closed,Closed,Closed
-KncfNxXHo2DA46fR39K5w,Cantinho Brasileiro Restaurante,7536 Castor Ave,Philadelphia,PA,19152.0,40.055428,-75.0626433,3.0,10,1,"Brazilian, Specialty Food, Food, Restaurants, Ethnic Food",Closed,Closed,Closed,Closed,Closed,Closed,Closed
VytP0omSyIs6cuw_Voy94w,Dex & Syd's,525 Washington Ave,Philadelphia,PA,19147.0,39.9351648949,-75.153204985,4.0,33,0,"Restaurants, Seafood, Cajun/Creole, American (New), Chicken Wings, Cheesesteaks",11:30-21:00,Closed,Closed,11:30-21:00,11:30-21:00,11:30-21:00,11:30-21:00
nqMGXZ3haILky26NDAJVSA,Drunk Crab,425 W Girard Ave,Philadelphia,PA,19123.0,39.9702621176,-75.1442193308,4.5,18,1,"Restaurants, Chicken Wings, Asian Fusion, Japanese, Seafood",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:30,11:00-22:30,13:00-22:00
cLNyFQ3T7p_Kcf09IburKw,Dunkin',6620 N Broad St,Philadelphia,PA,19126.0,40.0543239,-75.1418482,1.5,5,1,"Donuts, Restaurants, Food, Coffee & Tea",04:30-19:00,04:30-19:00,04:30-19:00,04:30-19:00,04:30-19:00,04:30-19:00,04:30-19:00
StJngGaxDOJDjNmsCcKuAQ,Nick's Famous Pizza,5810 Greene St,Philadelphia,PA,19144.0,40.0351703,-75.1787516,3.5,12,1,"Pizza, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,Closed
UiVGsdrU4_eJhmFRubwETg,Salt & Pepper Deli III,1102 S 47th St,Philadelphia,PA,19143.0,39.945704,-75.2138797,4.0,18,1,"Convenience Stores, Sandwiches, Restaurants, Food, Beer, Wine & Spirits",10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,10:00-01:00,11:00-01:00
vrDax0Opr-CFuvwp396L0g,Rieker's Prime Meats,7979 Oxford Ave,Philadelphia,PA,19111.0,40.0768575019,-75.0850222427,4.5,71,1,"Meat Shops, Food, Restaurants, Butcher, Grocery, Specialty Food, German",09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Closed
NEZOlUKoQWUotatzRp-r5A,Happy Lamb Hot Pot,"1017 Arch St, Fl 1",Philadelphia,PA,19107.0,39.9539683,-75.1570234,4.0,169,1,"Mongolian, Restaurants, Chinese, Hot Pot",Closed,Closed,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00
YN4Kk751tmdvoarGo8z7_A,New Delhi Indian Restaurant,4004 Chestnut St,Philadelphia,PA,19104.0,39.9553921,-75.2026195,4.0,514,1,"Buffets, Pakistani, Restaurants, Indian, Vegan, Vegetarian",Closed,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,11:00-21:00
IP_E4SHLClorhNg4o5bw9Q,Rosy's Taco Bar,2220 Walnut St,Philadelphia,PA,19103.0,39.9508956186,-75.178367123,4.0,282,1,"Tacos, Nightlife, Bars, Mexican, Restaurants",Closed,12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00,12:00-02:00
EHNtEYL9GXsv1sbKChMMWw,Stix Asian Eatery,1225 Fitzwater St,Philadelphia,PA,19147.0,39.9416094,-75.1631687,4.0,18,0,"Korean, Restaurants, Asian Fusion, Chinese, Sandwiches, Salad, Food, Bubble Tea",Closed,Closed,Closed,Closed,Closed,Closed,Closed
00rIcvqmfci_oJWkOqPqmg,T & F Farmers Pride,8101 Ridge Ave,Philadelphia,PA,19128.0,40.0571665,-75.2357367,4.5,92,1,"Specialty Food, Delis, Sandwiches, Fruits & Veggies, International Grocery, Grocery, Food, Restaurants, Farmers Market",Closed,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,10:00-15:00,09:00-16:00
3dtxHKM3RbVyjzTfbcGq2A,Murphy's Tavern,5892 Henry Ave,Philadelphia,PA,19128.0,40.0313311,-75.2079192,3.5,19,1,"Nightlife, Pubs, Restaurants, Bars, Pizza",11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00,11:00-02:00
ddmwkOVNategY1klPbAFsw,Banjara Indian Bistro,8705 German Town Ave,Philadelphia,PA,19118.0,40.077871324,-75.2083880827,4.0,67,0,"Indian, Restaurants",16:30-21:30,16:30-21:30,16:30-21:30,16:30-21:30,16:30-22:00,16:30-22:00,16:30-22:00
fUmXHW1iM5WUvdUuz1BxIQ,Bella's Breakfast & Lunch,2159 Ridge Ave,Philadelphia,PA,19121.0,39.9795761,-75.1707379,4.0,12,1,"Breakfast & Brunch, Restaurants",Closed,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-21:00,08:30-15:00
zRnFxKLKdn0ZJ2_DapEQWA,The Lucky Well - Spring Arts,990 Spring Garden St,Philadelphia,PA,19123.0,39.961265,-75.1541276,5.0,27,1,"Chicken Shop, Barbeque, Restaurants",Closed,Closed,16:00-22:00,16:00-22:00,16:00-22:00,16:00-22:00,16:00-20:00
2X3sYDb2wORzDDwNZP33WA,Flaming Basil,,Philadelphia,PA,19104.0,39.9583587,-75.1953934,4.0,12,1,"Food Trucks, Restaurants, Laotian, Thai, Food",11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,Closed
e3fQkykBr9V9jr1g9VWliw,Pho Ga Thanh Thanh,1100 Washington Ave,Philadelphia,PA,19147.0,39.9373886,-75.1616647,4.5,30,1,"Vietnamese, Restaurants",10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00
Oj-XIt4Xj6NSsHzlSt-PsA,Pei Wei,4040 City Ave Bldg 2 Space 2,Philadelphia,PA,19131.0,40.0072792192,-75.2127040923,2.5,144,0,"Restaurants, Gluten-Free, Asian Fusion, Chinese, Fast Food, Diners",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,11:00-21:00
T8NWs6flR26edfhhwJNhNA,Sahara Grill,1334 Walnut St,Philadelphia,PA,19107.0,39.9491798,-75.1635651,4.0,322,1,"Mediterranean, Middle Eastern, Restaurants",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00
XX0xyWDpFc6Diq-XVHUckg,East Coast Wings & Grill,"2539 Castor Ave, Aramingo Super Ctr",Philadelphia,PA,19134.0,39.99391726,-75.09156534,3.5,112,1,"Chicken Wings, Bars, Fast Food, Sandwiches, American (Traditional), Nightlife, Restaurants, Burgers",11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-23:00,11:00-23:00,11:00-22:00
6jWxJEIoq5RrEAARWmj0Xg,N2 Sweet Cafe,125 N 11th St,Philadelphia,PA,19107.0,39.9547158851,-75.157581247,4.0,61,0,"Desserts, Restaurants, Cafes, Food, Ice Cream & Frozen Yogurt",12:00-22:00,11:30-23:00,11:30-23:00,11:30-23:00,11:30-00:00,11:30-00:00,12:00-22:00
WbxPdq_PgVvCI462l0vPEQ,Dunkin',5506 Chestnut St,Philadelphia,PA,19139.0,39.9590347,-75.2315661,1.5,13,1,"Donuts, Restaurants, Coffee & Tea, Food",Closed,Closed,Closed,Closed,Closed,Closed,Closed
0lGN91IoLe02MtEu9Xtf1w,Pizza Hut,2310 Passyunk Ave,Philadelphia,PA,19145.0,39.9225254,-75.1856193,1.5,22,0,"Chicken Wings, Pizza, Restaurants, Italian",Closed,Closed,Closed,Closed,Closed,Closed,Closed
aa0xi7fgFJyA4qWux6vz0A,Carmen's Famous Italian Hoagies,12th St & Arch St,Philadelphia,PA,19107.0,39.9532735358,-75.1593375206,3.5,589,1,"Restaurants, Cheesesteaks, Sandwiches, Salad",08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00
7Y3RjSc99a88oTMEgvazoA,QDOBA Mexican Eats,1528 Walnut St,Philadelphia,PA,19102.0,39.9495796084,-75.1672851248,3.0,93,1,"Restaurants, Mexican, Event Planning & Services, Caterers, Fast Food",11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-20:00,12:00-21:00,11:00-21:00
